Class,Rnorm,Gnorm,Bnorm
0,0.5512820512820513,0.2948717948717949,0.20512820512820512
2,0.6379310344827587,0.20689655172413793,0.2413793103448276
1,0.5666666666666667,0.28888888888888886,0.2
0,0.4117647058823529,0.34558823529411764,0.3014705882352941
2,0.4827586206896552,0.20689655172413793,0.2413793103448276
2,0.7142857142857143,0.19047619047619047,0.23809523809523808
2,0.6428571428571429,0.21428571428571427,0.25
0,0.4883720930232558,0.32558139534883723,0.23255813953488372
3,0.45871559633027525,0.3669724770642202,0.22935779816513763
2,0.6571428571428571,0.17142857142857143,0.2571428571428571
3,0.4492753623188406,0.391304347826087,0.2318840579710145
0,0.47333333333333333,0.3333333333333333,0.23333333333333334
1,0.5714285714285714,0.24489795918367346,0.22448979591836735
1,0.5652173913043478,0.2753623188405797,0.2318840579710145
2,0.6842105263157895,0.21052631578947367,0.2631578947368421
1,0.6,0.2909090909090909,0.21818181818181817
3,0.37168141592920356,0.3805309734513274,0.2743362831858407
1,0.5625,0.296875,0.21875
0,0.4782608695652174,0.3188405797101449,0.2463768115942029
3,0.34065934065934067,0.3956043956043956,0.3076923076923077
1,0.5555555555555556,0.26851851851851855,0.23148148148148148
0,0.4117647058823529,0.3333333333333333,0.29411764705882354
2,0.6785714285714286,0.14285714285714285,0.25
3,0.3793103448275862,0.41379310344827586,0.25862068965517243
3,0.43,0.38,0.24
1,0.547945205479452,0.3013698630136986,0.1917808219178082
2,0.6410256410256411,0.1794871794871795,0.20512820512820512
1,0.5733333333333334,0.26666666666666666,0.2
0,0.4752475247524752,0.33663366336633666,0.2376237623762376
1,0.5833333333333334,0.2833333333333333,0.21666666666666667
1,0.5396825396825397,0.30158730158730157,0.25396825396825395
3,0.42,0.38,0.24
0,0.48314606741573035,0.3258426966292135,0.24719101123595505
3,0.3435114503816794,0.3969465648854962,0.29770992366412213
0,0.4387755102040816,0.3673469387755102,0.3163265306122449
1,0.5588235294117647,0.29411764705882354,0.20588235294117646
1,0.5576923076923077,0.2692307692307692,0.21153846153846154
0,0.5064935064935064,0.3246753246753247,0.23376623376623376
2,0.6888888888888889,0.13333333333333333,0.2222222222222222
1,0.5660377358490566,0.2830188679245283,0.20754716981132076
3,0.325,0.475,0.25
3,0.38461538461538464,0.46153846153846156,0.2692307692307692
0,0.5333333333333333,0.3333333333333333,0.2
3,0.4375,0.375,0.21875
2,0.6037735849056604,0.20754716981132076,0.24528301886792453
3,0.42857142857142855,0.4,0.22857142857142856
3,0.42105263157894735,0.42105263157894735,0.23684210526315788
0,0.4807692307692308,0.3269230769230769,0.23076923076923078
3,0.4519230769230769,0.36538461538461536,0.22115384615384615
3,0.46464646464646464,0.36363636363636365,0.21212121212121213
1,0.5526315789473685,0.2631578947368421,0.2236842105263158
2,0.6923076923076923,0.23076923076923078,0.3076923076923077
2,0.675,0.15,0.25
0,0.5,0.3522727272727273,0.22727272727272727
1,0.5925925925925926,0.25925925925925924,0.2037037037037037
1,0.6021505376344086,0.24731182795698925,0.22580645161290322
1,0.5967741935483871,0.27419354838709675,0.22580645161290322
3,0.3561643835616438,0.4657534246575342,0.2602739726027397
2,0.5714285714285714,0.21428571428571427,0.2857142857142857
2,0.5918367346938775,0.20408163265306123,0.2857142857142857
1,0.5774647887323944,0.2676056338028169,0.22535211267605634
1,0.5925925925925926,0.25925925925925924,0.2222222222222222
0,0.4125,0.3375,0.29375
3,0.2708333333333333,0.5,0.2708333333333333
3,0.39285714285714285,0.4107142857142857,0.25
1,0.5737704918032787,0.29508196721311475,0.21311475409836064
1,0.5909090909090909,0.25,0.20454545454545456
0,0.47468354430379744,0.33544303797468356,0.23417721518987342
3,0.4838709677419355,0.3548387096774194,0.25806451612903225
2,0.6578947368421053,0.18421052631578946,0.23684210526315788
0,0.5454545454545454,0.2987012987012987,0.2077922077922078
2,0.6470588235294118,0.17647058823529413,0.22058823529411764
1,0.5245901639344263,0.29508196721311475,0.2459016393442623
1,0.5555555555555556,0.3055555555555556,0.19444444444444445
0,0.47333333333333333,0.32666666666666666,0.23333333333333334
3,0.23333333333333334,0.4666666666666667,0.3
3,0.2608695652173913,0.5,0.2826086956521739
0,0.4588235294117647,0.35294117647058826,0.27058823529411763
0,0.44565217391304346,0.33695652173913043,0.25
2,0.6792452830188679,0.1320754716981132,0.22641509433962265
0,0.45054945054945056,0.33516483516483514,0.25274725274725274
2,0.6444444444444445,0.17777777777777778,0.24444444444444444
0,0.5,0.32894736842105265,0.23684210526315788
1,0.576271186440678,0.2711864406779661,0.2033898305084746
0,0.49333333333333335,0.3333333333333333,0.24
3,0.3902439024390244,0.43902439024390244,0.24390243902439024
1,0.559322033898305,0.288135593220339,0.1864406779661017
2,0.7105263157894737,0.15789473684210525,0.23684210526315788
1,0.5789473684210527,0.2631578947368421,0.21052631578947367
3,0.36231884057971014,0.4492753623188406,0.2608695652173913
3,0.3620689655172414,0.3879310344827586,0.27586206896551724
0,0.4838709677419355,0.3333333333333333,0.24731182795698925
1,0.6,0.2545454545454545,0.21818181818181817
2,0.625,0.1875,0.25
3,0.4375,0.375,0.225
3,0.4594594594594595,0.36486486486486486,0.22972972972972974
3,0.45714285714285713,0.37142857142857144,0.22857142857142856
1,0.5777777777777777,0.25555555555555554,0.2222222222222222
2,0.5737704918032787,0.22950819672131148,0.2786885245901639
1,0.578125,0.28125,0.203125
2,0.6875,0.15625,0.21875
0,0.559322033898305,0.3050847457627119,0.1864406779661017
2,0.6551724137931034,0.1724137931034483,0.2413793103448276
3,0.3673469387755102,0.3877551020408163,0.2755102040816326
1,0.5542168674698795,0.2891566265060241,0.21686746987951808
3,0.2727272727272727,0.5,0.3181818181818182
1,0.5862068965517241,0.25862068965517243,0.22413793103448276
0,0.5,0.32142857142857145,0.2261904761904762
0,0.5365853658536586,0.3048780487804878,0.1951219512195122
0,0.5066666666666667,0.32,0.24
0,0.5,0.3372093023255814,0.20930232558139536
1,0.5522388059701493,0.2835820895522388,0.19402985074626866
1,0.5714285714285714,0.2857142857142857,0.21428571428571427
1,0.5714285714285714,0.2714285714285714,0.21428571428571427
3,0.4,0.45454545454545453,0.2545454545454545
0,0.525,0.3375,0.2125
1,0.5797101449275363,0.2898550724637681,0.21739130434782608
2,0.6956521739130435,0.17391304347826086,0.21739130434782608
3,0.3793103448275862,0.4482758620689655,0.2413793103448276
1,0.5645161290322581,0.2903225806451613,0.22580645161290322
3,0.38666666666666666,0.38666666666666666,0.28
2,0.7205882352941176,0.14705882352941177,0.25
0,0.40707964601769914,0.33185840707964603,0.2743362831858407
3,0.37735849056603776,0.41509433962264153,0.24528301886792453
0,0.5454545454545454,0.3116883116883117,0.19480519480519481
3,0.46987951807228917,0.3373493975903614,0.24096385542168675
3,0.3958333333333333,0.4375,0.22916666666666666
3,0.41509433962264153,0.41509433962264153,0.22641509433962265
0,0.4540229885057471,0.3333333333333333,0.25287356321839083
3,0.43333333333333335,0.3888888888888889,0.24444444444444444
1,0.5769230769230769,0.2692307692307692,0.21153846153846154
3,0.36923076923076925,0.4307692307692308,0.27692307692307694
2,0.5813953488372093,0.23255813953488372,0.2558139534883721
2,0.625,0.25,0.25
0,0.5492957746478874,0.30985915492957744,0.19718309859154928
3,0.31868131868131866,0.46153846153846156,0.2857142857142857
3,0.4626865671641791,0.3582089552238806,0.22388059701492538
0,0.4788732394366197,0.323943661971831,0.2535211267605634
2,0.6382978723404256,0.1702127659574468,0.2553191489361702
0,0.4418604651162791,0.36046511627906974,0.313953488372093
2,0.696969696969697,0.15151515151515152,0.21212121212121213
2,0.5961538461538461,0.19230769230769232,0.2692307692307692
3,0.4224137931034483,0.3706896551724138,0.25862068965517243
1,0.5737704918032787,0.26229508196721313,0.22950819672131148
2,0.4117647058823529,0.29411764705882354,0.35294117647058826
3,0.4603174603174603,0.38095238095238093,0.2222222222222222
0,0.4838709677419355,0.3333333333333333,0.24731182795698925
2,0.6818181818181818,0.22727272727272727,0.22727272727272727
2,0.6304347826086957,0.17391304347826086,0.2826086956521739
1,0.5714285714285714,0.25,0.19642857142857142
2,0.6595744680851063,0.14893617021276595,0.23404255319148937
1,0.5757575757575758,0.2727272727272727,0.21212121212121213
1,0.5573770491803278,0.3114754098360656,0.19672131147540983
0,0.5,0.3333333333333333,0.24242424242424243
3,0.4111111111111111,0.4111111111111111,0.24444444444444444
1,0.5740740740740741,0.2962962962962963,0.2037037037037037
1,0.559322033898305,0.288135593220339,0.22033898305084745
1,0.5522388059701493,0.31343283582089554,0.19402985074626866
1,0.6037735849056604,0.2641509433962264,0.20754716981132076
3,0.43617021276595747,0.3829787234042553,0.23404255319148937
2,0.7111111111111111,0.13333333333333333,0.2
0,0.4129032258064516,0.33548387096774196,0.2903225806451613
2,0.7096774193548387,0.16129032258064516,0.22580645161290322
1,0.5925925925925926,0.2777777777777778,0.2037037037037037
3,0.4838709677419355,0.3870967741935484,0.22580645161290322
0,0.5571428571428572,0.3142857142857143,0.2
2,0.6666666666666666,0.16666666666666666,0.23333333333333334
0,0.546875,0.3125,0.21875
0,0.4502923976608187,0.34502923976608185,0.25146198830409355
3,0.41964285714285715,0.36607142857142855,0.25892857142857145
3,0.30864197530864196,0.4567901234567901,0.2839506172839506
1,0.6181818181818182,0.2545454545454545,0.21818181818181817
3,0.39344262295081966,0.4262295081967213,0.2459016393442623
3,0.42857142857142855,0.39285714285714285,0.23809523809523808
1,0.5575221238938053,0.26548672566371684,0.23008849557522124
1,0.5918367346938775,0.2653061224489796,0.20408163265306123
3,0.4642857142857143,0.35714285714285715,0.23809523809523808
3,0.42857142857142855,0.40476190476190477,0.23809523809523808
2,0.6,0.25,0.3
1,0.5925925925925926,0.2777777777777778,0.2037037037037037
3,0.37037037037037035,0.4074074074074074,0.25925925925925924
2,0.6842105263157895,0.21052631578947367,0.21052631578947367
1,0.5535714285714286,0.26785714285714285,0.21428571428571427
0,0.5222222222222223,0.3333333333333333,0.2222222222222222
3,0.4523809523809524,0.40476190476190477,0.21428571428571427
0,0.5,0.34210526315789475,0.2236842105263158
2,0.5652173913043478,0.2391304347826087,0.2608695652173913
3,0.390625,0.375,0.265625
2,0.696969696969697,0.15151515151515152,0.21212121212121213
0,0.5384615384615384,0.3076923076923077,0.2153846153846154
1,0.5833333333333334,0.25,0.20833333333333334
2,0.6666666666666666,0.19047619047619047,0.23809523809523808
2,0.6410256410256411,0.23076923076923078,0.28205128205128205
3,0.35658914728682173,0.3953488372093023,0.2868217054263566
1,0.5857142857142857,0.2714285714285714,0.21428571428571427
2,0.5483870967741935,0.22580645161290322,0.25806451612903225
3,0.4230769230769231,0.34615384615384615,0.3076923076923077
0,0.47959183673469385,0.336734693877551,0.24489795918367346
0,0.4789915966386555,0.33613445378151263,0.24369747899159663
1,0.5533980582524272,0.2912621359223301,0.20388349514563106
2,0.5161290322580645,0.22580645161290322,0.25806451612903225
2,0.5737704918032787,0.22950819672131148,0.2786885245901639
2,0.5833333333333334,0.3333333333333333,0.4166666666666667
2,0.6086956521739131,0.21739130434782608,0.30434782608695654
0,0.5416666666666666,0.3194444444444444,0.19444444444444445
1,0.5517241379310345,0.29310344827586204,0.22413793103448276
1,0.5806451612903226,0.25806451612903225,0.20967741935483872
1,0.547945205479452,0.2876712328767123,0.1917808219178082
3,0.40310077519379844,0.35658914728682173,0.3178294573643411
0,0.5555555555555556,0.3055555555555556,0.20833333333333334
0,0.5185185185185185,0.3333333333333333,0.20987654320987653
3,0.45588235294117646,0.38235294117647056,0.22058823529411764
0,0.5301204819277109,0.3132530120481928,0.20481927710843373
2,0.41379310344827586,0.2413793103448276,0.2413793103448276
3,0.47058823529411764,0.36470588235294116,0.2235294117647059
3,0.25,0.5,0.3333333333333333
2,0.6666666666666666,0.16666666666666666,0.25
2,0.696969696969697,0.15151515151515152,0.21212121212121213
0,0.5185185185185185,0.3333333333333333,0.20987654320987653
0,0.5263157894736842,0.3157894736842105,0.21052631578947367
3,0.4188034188034188,0.3418803418803419,0.3162393162393162
1,0.576271186440678,0.2711864406779661,0.2033898305084746
3,0.4567901234567901,0.345679012345679,0.2716049382716049
1,0.5645161290322581,0.2903225806451613,0.22580645161290322
2,0.6857142857142857,0.17142857142857143,0.2571428571428571
2,0.6785714285714286,0.17857142857142858,0.21428571428571427
1,0.5806451612903226,0.27419354838709675,0.20967741935483872
2,0.6428571428571429,0.21428571428571427,0.2857142857142857
2,0.46,0.28,0.33
1,0.5614035087719298,0.2807017543859649,0.21052631578947367
2,0.6521739130434783,0.1956521739130435,0.2608695652173913
0,0.5375,0.3125,0.2
0,0.4868421052631579,0.32894736842105265,0.2236842105263158
